ORD,Site,TempSite,Region,SitePeriod,SiteNum,NameSort,SiteCode,SiteName,FieldSite Region,,,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,OtherSiteAggreg,SpatialDiff,VisibFactors,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,VagueMounding,Architecture,TerraceConfidence,TerraceExtent,Sherd1,Sherd2,Sherd3,Sherd4,RubbleSite,WallBases,Walls,Rubble,Population,PopMin,PopMax,RevPopMethod,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum
601,CU-AZ-1,,CU,AZ,1,CU-AZ-001,0,,,,,,,,,2175.78,474,2280,0,0,0,,Lower Piedmont,Deep,,,,Slight-Moderate,,,,,,,Agricultural,,700,0.4,,,,,,,,FALSE,,,L,,,,,,,,4,2,4,,AD,,Small Hamlet,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,4,,2176,474,2175780,474000,3139
602,CU-AZ-2,,CU,AZ,2,CU-AZ-002,0,,,,,,,,,2176.35,473,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,700,4.1,,,,,,,,FALSE,,,L,LM,,,,,,,48,23,48,,AD,,Hamlet,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,4,,2176,473,2176350,473000,3140
603,CU-AZ-3,,CU,AZ,3,CU-AZ-003,0,,,,,,,,,2176.64,472,2294,0,0,0,,Deep Soil Alluvium,Medium,,,,None,,,,,,,"Graz, Agri, & Set",,720,3,,,,,,,,FALSE,,,LM,,,,,,,,75,30,75,,AD,,Hamlet,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,4,,2177,472,2176640,472000,3141
604,CU-AZ-4,,CU,AZ,4,CU-AZ-004,0,,,,,,,,,2176.08,472,2295,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Settlement & Agri,,720,0.2,,,,,,,,FALSE,,,L,,,,,,,,2,1,2,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,472,2176080,472000,3142
605,CU-AZ-5,,CU,AZ,5,CU-AZ-005,0,,,,,,,,,2176.17,472,2290,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Settlement & Agri,,730,0.3,,,,,,,,FALSE,,,L,,,,,,,,3,2,3,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,472,2176170,472000,3143
606,CU-AZ-6,,CU,AZ,6,CU-AZ-006,0,,,,,,,,,2176.55,472,2285,0,0,0,,Lower Piedmont-Hill,Deep,,,,None,,,,,,,Agricultural,,740,2,1,,,,,352,,FALSE,,,L,LM,,,,,,,41,17,41,,AD,,Hamlet,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,4,,2177,472,2176550,472000,3144
607,CU-AZ-7,,CU,AZ,7,CU-AZ-007,0,,,,,,,,,2176.08,472,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,740,3.5,,,,,,,,FALSE,,,L,M,,,,,,,73,28,73,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,,2176,472,2176080,472000,3145
608,CU-AZ-8,,CU,AZ,8,CU-AZ-008,0,,,,,,,,,2175.63,472,2323,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Settlement & Agri,,730,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,472,2175630,472000,3146
609,CU-AZ-9,,CU,AZ,9,CU-AZ-009,0,,,,,,,,,2175.63,471,2315,0,0,0,,Lower Piedmont,Shallow,,,,None,,,,,,,Agricultural,,760,2,,,,,,,,FALSE,,,L,M,,,,,,,60,30,60,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,471,2175630,471000,3147
610,CU-AZ-10,,CU,AZ,10,CU-AZ-010,0,,,,,,,,,2175.09,471,2325,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,770,1.5,1,,,,,2500,,FALSE,,,L,,,,,,,,15,8,15,,HC,,Small Hamlet,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,,2175,471,2175090,471000,3148
611,CU-AZ-11,,CU,AZ,11,CU-AZ-011,0,,,,,,,,,2174.8,471,2340,0,0,0,,Lower Piedmont,Shallow,,,,Moderate,,,,,,,Grazing & Agri,,780,3.8,,,,,,,,FALSE,,,LM,,,,,,,,95,38,95,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,,2175,471,2174800,471000,3149
612,CU-AZ-12,,CU,AZ,12,CU-AZ-012,0,,,,,,,,,2174.89,471,2335,0,0,0,,Lower Piedmont,Shallow,,,,Deep,,,,,,,Agricultural,,770,0.8,,,,,,,,FALSE,,,L,,,,,,,,8,4,8,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,471,2174890,471000,3150
613,CU-AZ-13,,CU,AZ,13,CU-AZ-013,0,,,,,,,,,2175.13,471,2305,0,0,0,,Lower Piedmont,Shallow,,,,None,,,,,,,Settlement & Agri,,780,2,1,,,,,1600,,TRUE,,,VL,L,,,,,,,10,4,10,,HC,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2175,471,2175130,471000,3151
614,CU-AZ-14,,CU,AZ,14,CU-AZ-014,0,,,,,,,,,2175.32,470,2328,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,810,11.3,,,,,,,,FALSE,,,L,,,,,,,,113,57,113,,AD,,Sm Disp Village,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,4,,2175,470,2175320,470000,3152
615,CU-AZ-15,,CU,AZ,15,CU-AZ-015,0,,,,,,,,,2175.6,471,2303,0,0,0,,Lower Piedmont,Shallow,,,,Slight-Moderate,,,,,,,Settlement & Agri,,780,1.4,,,,,,,,FALSE,,,VL,L,,,,,,,7,3,7,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2176,471,2175600,471000,3153
616,CU-AZ-16,,CU,AZ,16,CU-AZ-016,0,,,,,,,,,2175.43,470,2315,0,0,0,,Lower Piedmont,Deep,,,,Slight,,,,,,,Settlement & Agri,,790,0.9,,,,,,,,FALSE,,,L,,,,,,,,9,5,9,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,470,2175430,470000,3154
617,CU-AZ-17,,CU,AZ,17,CU-AZ-017,0,,,,,,,,,2176.15,470,2325,0,0,0,,Lower Piedmont,Medium-Deep,,,,None,,,,,,,Settlement & Agri,,790,2,,,,,,,,FALSE,,,VL,L,,,,,,,10,4,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2176,470,2176150,470000,3155
618,CU-AZ-18,,CU,AZ,18,CU-AZ-018,0,,,,,,,,,2176.69,470,2305,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Settlement & Agri,,770,0.6,,,,,,,,FALSE,,,LM,,,,,,,,15,6,15,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2177,470,2176690,470000,3156
619,CU-AZ-19,,CU,AZ,19,CU-AZ-019,0,,,,,,,,,2176.62,470,2323,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,780,0.5,,,,,,,,FALSE,,,LM,,,,,,,,13,5,13,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2177,470,2176620,470000,3157
620,CU-AZ-20,,CU,AZ,20,CU-AZ-020,0,,,,,,,,,2176.22,470,2350,0,0,0,,Middle Piedmont,Medium,,,,Slight,,,,,,,Settlement & Agri,,800,0.5,,,,,,,,FALSE,,,LM,,,,,,,,13,5,13,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,470,2176220,470000,3158
621,CU-AZ-21,,CU,AZ,21,CU-AZ-021,0,,,,,,,,,2175.89,469,2340,0,0,0,,Lower Piedmont,Shallow,,,,Slight-Moderate,,,,,,,Settlement & Agri,,810,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,469,2175890,469000,3159
622,CU-AZ-22,,CU,AZ,22,CU-AZ-022,0,,,,,,,,,2175.42,469,2325,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,820,1,,,,,,,,FALSE,,,VL,L,,,,,,,5,2,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,469,2175420,469000,3160
623,CU-AZ-23,,CU,AZ,23,CU-AZ-023,0,,,,,,,,,2175.24,469,2325,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,830,0.3,,,,,,,,FALSE,,,VL,L,,,,,,,2,1,2,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,469,2175240,469000,3161
624,CU-AZ-24,,CU,AZ,24,CU-AZ-024,0,,,,,,,,,2176.42,469,2373,0,0,0,,Middle Piedmont,Shallow-Medium,,,,Moderate,,,,,,,Settlement & Agri,,820,2.5,,,,,,,,FALSE,,,LM,,,,,,,,63,25,63,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,469,2176420,469000,3162
625,CU-AZ-25,,CU,AZ,25,CU-AZ-025,0,,,,,,,,,2176.22,469,2365,0,0,0,,Middle Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,810,0.6,,,,,,,,FALSE,,,LM,,,,,,,,15,6,15,,AD,,Small Hamlet,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,,2176,469,2176220,469000,3163
626,CU-AZ-26,,CU,AZ,26,CU-AZ-026,0,,,,,,,,,2177.05,469,2340,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,810,0.2,,,,,,,,FALSE,,,L,,,,,,,,2,1,2,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2177,469,2177050,469000,3164
627,CU-AZ-27,,CU,AZ,27,CU-AZ-027,0,,,,,,,,,2177.13,469,2335,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,810,1.1,,,,,,,,FALSE,,,VL,L,,,,,,,5,2,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2177,469,2177130,469000,3165
628,CU-AZ-28,,CU,AZ,28,CU-AZ-028,0,,,,,,,,,2176.7,470,2325,0,0,0,,Lower Piedmont,Medium,,,,Slight,,,,,,,Settlement & Agri,,800,0.7,,,,,,,,FALSE,,,L,,,,,,,,7,4,7,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2177,470,2176700,470000,3166
629,CU-AZ-29,,CU,AZ,29,CU-AZ-029,0,,,,,,,,,2176.73,470,2315,0,0,0,,Lower Piedmont,Medium,,,,Slight,,,,,,,Settlement & Agri,,790,0.8,,,,,,,,FALSE,,,L,,,,,,,,8,4,8,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2177,470,2176730,470000,3167
630,CU-AZ-30,,CU,AZ,30,CU-AZ-030,0,,,,,,,,,2177.52,470,2320,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,770,1.3,,,,,,,,FALSE,,,LM,,,,,,,,33,13,33,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,470,2177520,470000,3168
631,CU-AZ-31,,CU,AZ,31,CU-AZ-031,0,,,,,,,,,2177.56,470,2315,0,0,0,,Lower Piedmont,Medium,,,,Moderate,,,,,,,Settlement & Agri,,780,0.6,,,,,,,,FALSE,,,L,,,,,,,,6,3,6,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,470,2177560,470000,3169
632,CU-AZ-32,,CU,AZ,32,CU-AZ-032,0,,,,,,,,,2177.88,469,2340,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight-Moderate,,,,,,,Settlement & Agri,,800,2.3,,,,,,,,FALSE,,,MH,,,,,,,,30,15,30,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,469,2177880,469000,3170
633,CU-AZ-33,,CU,AZ,33,CU-AZ-033,0,,,,,,,,,2179.27,469,2350,0,0,0,,Lower Piedmont,Shallow,,,,Moderate,,,,,,,Grazing,,800,1.5,,,,,,,,FALSE,,,L,,,,,,,,15,8,15,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,469,2179270,469000,3171
634,CU-AZ-34,,CU,AZ,34,CU-AZ-034,0,,,,,,,,,2179.06,470,2365,0,0,0,,Middle Piedmont,Medium,,,,None,,,,,,,Agricultural,,780,0.3,,,,,,,,FALSE,,,L,,,,,,,,3,2,3,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,470,2179060,470000,3172
635,CU-AZ-35,,CU,AZ,35,CU-AZ-035,0,,,,,,,,,2179.28,470,2370,0,0,0,,Middle Piedmont,Shallow,,,,None,,,,,,,Agricultural,,760,0.6,,,,,,,,FALSE,,,LM,,,,,,,,15,6,15,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,,2179,470,2179280,470000,3173
636,CU-AZ-36,,CU,AZ,36,CU-AZ-036,0,,,,,,,,,2178.31,470,2353,0,0,0,,Middle Piedmont,Very Shallow,,,,Deep,,,,,,,Agricultural,,770,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,470,2178310,470000,3174
637,CU-AZ-37,,CU,AZ,37,CU-AZ-037,0,,,,,,,,,2178.24,470,2340,0,0,0,,Lower Piedmont,Very Shallow,,,,Deep,,,,,,,Agricultural,,770,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,470,2178240,470000,3175
638,CU-AZ-38,,CU,AZ,38,CU-AZ-038,0,,,,,,,,,2177.75,470,2338,0,0,0,,Lower Piedmont,Medium-Deep,,,,None,,,,,,,Settlement & Agri,,770,2.4,,,,,,,,FALSE,,,L,,,,,,,,24,12,24,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,,2178,470,2177750,470000,3176
639,CU-AZ-39,,CU,AZ,39,CU-AZ-039,0,,,,,,,,,2177.73,471,2338,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,750,2.9,,,,,,,,FALSE,,,LM,,,,,,,,73,29,73,,AD,,Hamlet,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,4,,2178,471,2177730,471000,3177
640,CU-AZ-40,,CU,AZ,40,CU-AZ-040,0,,,,,,,,,2177.4,471,2323,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,760,2.9,,,,,,,,FALSE,,,L,,,,,,,,29,15,29,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2177,471,2177400,471000,3178
641,CU-AZ-41,,CU,AZ,41,CU-AZ-041,0,,,,,,,,,2177.68,472,2310,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,720,1.2,,,,,,,,FALSE,,,L,,,,,,,,12,6,12,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,472,2177680,472000,3179
642,CU-AZ-42,,CU,AZ,42,CU-AZ-042,0,,,,,,,,,2178.22,472,2338,0,0,0,,Lower Piedmont,Shallow,,,,Moderate,,,,,,,Agricultural,,710,0.3,,,,,,,,FALSE,,,L,,,,,,,,3,1,3,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,472,2178220,472000,3180
643,CU-AZ-43,,CU,AZ,43,CU-AZ-043,0,,,,,,,,,2178.6,471,2453,0,0,0,,Middle Piedmont,Shallow,,,,None,,,,,,,Grazing,,730,1.9,,,,,,,,FALSE,,,VL,,,,,,,,0,0,0,,AD,,Ceremonial Ctr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,471,2178600,471000,3181
644,CU-AZ-44,,CU,AZ,44,CU-AZ-044,0,,,,,,,,,2178.38,472,2328,0,0,0,,Lower Piedmont,Shallow,,,,Moderate,,,,,,,Agricultural,,710,0.3,,,,,,,,FALSE,,,L,,,,,,,,3,1,3,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,472,2178380,472000,3182
645,CU-AZ-45,,CU,AZ,45,CU-AZ-045,0,,,,,,,,,2178.1,472,2315,0,0,0,,Lower Piedmont,Medium,,,,Slight,,,,,,,Agricultural,,710,2,,,,,,,,FALSE,,,L,,,,,,,,20,10,20,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,472,2178100,472000,3183
646,CU-AZ-46,,CU,AZ,46,CU-AZ-046,0,,,,,,,,,2177.8,473,2310,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,700,2.5,,,,,,,,FALSE,,,L,,,,,,,,25,13,25,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,473,2177800,473000,3184
647,CU-AZ-47,,CU,AZ,47,CU-AZ-047,0,,,,,,,,,2177.25,473,2279,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,700,0.7,,,,,,,,FALSE,,,M,,,,,,,,35,18,35,,AD,,Hamlet,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,,2177,473,2177250,473000,3185
648,CU-AZ-48,,CU,AZ,48,CU-AZ-048,0,,,,,,,,,2177.55,473,2279,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,700,0.5,,,,,,,,FALSE,,,LM,,,,,,,,13,5,13,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,473,2177550,473000,3186
649,CU-AZ-49,,CU,AZ,49,CU-AZ-049,0,,,,,,,,,2177.06,474,2268,0,0,0,,Deep Soil Alluvium,Shallow,,,,Slight,,,,,,,Settlement & Agri,,700,2.5,,,,,,,,FALSE,,,L,,,,,,,,25,13,25,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,,2177,474,2177060,474000,3187
650,CU-AZ-50,,CU,AZ,50,CU-AZ-050,0,,,,,,,,,2177.34,474,2265,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,700,0.2,1,,,,,625,,FALSE,,,VL,L,,,,,,,2,1,2,,HC,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,,2177,474,2177340,474000,3188
651,CU-AZ-51,,CU,AZ,51,CU-AZ-051,0,,,,,,,,,2177.95,474,2280,0,0,0,,Lower Piedmont,Deep,,,,Slight,,,,,,,Settlement & Agri,,700,0.7,,,,,,,,FALSE,,,LM,,,,,,,,18,7,18,,AD,,Small Hamlet,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,,2178,474,2177950,474000,3189
652,CU-AZ-52,,CU,AZ,52,CU-AZ-052,0,,,,,,,,,2178.89,474,2318,0,0,0,,Lower Piedmont,Medium,,,,None,,,,,,,Settlement & Agri,,700,21,,,,,,,,FALSE,,,L,LM,,,,,,,285,130,285,,AD,,Sm Disp Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,474,2178890,474000,3190
653,CU-AZ-53,,CU,AZ,53,CU-AZ-053,0,,,,,,,,,2178.22,473,2288,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Agricultural,,700,0.5,,,,,,,,FALSE,,,LM,,,,,,,,13,5,13,,AD,,Small Hamlet,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,,2178,473,2178220,473000,3191
654,CU-AZ-54,,CU,AZ,54,CU-AZ-054,0,,,,,,,,,2178.79,473,2318,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,700,6,,,,,,,,FALSE,,,L,LM,,,,,,,75,35,75,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,473,2178790,473000,3192
655,CU-AZ-55,,CU,AZ,55,CU-AZ-055,0,,,,,,,,,2179.34,473,2365,0,0,0,,Middle Piedmont,Shallow-Medium,,,,Moderate,,,,,,,Agricultural,,700,3,,,,,,,,FALSE,,,L,,,,,,,,30,15,30,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,473,2179340,473000,3193
656,CU-AZ-56,,CU,AZ,56,CU-AZ-056,0,,,,,,,,,2179.52,473,2360,0,0,0,,Middle Piedmont,Very Shallow,,,,Moderate,,,,,,,Agricultural,,700,1,,,,,,,,FALSE,,,LM,,,,,,,,25,10,25,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2180,473,2179520,473000,3194
657,CU-AZ-57,,CU,AZ,57,CU-AZ-057,0,,,,,,,,,2180.07,473,2400,0,0,0,,Middle Piedmont,Very Shallow,,,,Moderate-Deep,,,,,,,Grazing,,700,27,,,,,,,,FALSE,,,L,,,,,,,,1350,675,1350,,AD,,Lg Nucl Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2180,473,2180070,473000,3195
658,CU-AZ-58,,CU,AZ,58,CU-AZ-058,0,,,,,,,,,2179.39,474,2305,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Moderate,,,,,,,Agricultural,,690,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,474,2179390,474000,3196
659,CU-AZ-59,,CU,AZ,59,CU-AZ-059,0,,,,,,,,,2178.71,474,2280,0,0,0,,Lower Piedmont,Medium,,,,None,,,,,,,Settlement & Agri,,690,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,474,2178710,474000,3197
660,CU-AZ-60,,CU,AZ,60,CU-AZ-060,0,,,,,,,,,2178.65,474,2283,0,0,0,,Lower Piedmont,Very Shallow,,,,None,,,,,,,Settlement & Agri,,690,1.3,,,,,,,,FALSE,,,L,,,,,,,,13,7,13,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2179,474,2178650,474000,3198
661,CU-AZ-61,,CU,AZ,61,CU-AZ-061,0,,,,,,,,,2178.4,474,2275,0,0,0,,Lower Piedmont,Deep,,,,Slight,,,,,,,Settlement & Agri,,690,0.9,,,,,,,,FALSE,,,L,,,,,,,,9,5,9,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,474,2178400,474000,3199
662,CU-AZ-62,,CU,AZ,62,CU-AZ-062,0,,,,,,,,,2178.39,475,2273,0,0,0,,Deep Soil Alluvium,Shallow-Medium,,,,Moderate,,,,,,,Settlement & Agri,,690,0.5,,,,,,,,FALSE,,,M,,,,,,,,25,13,25,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2178,475,2178390,475000,3200
