ORD,Site,TempSite,Region,SitePeriod,SiteNum,NameSort,SiteCode,SiteName,FieldSite Region,,,FieldSite Period,SurveyYearNumber,Supervisor,Map,North,East,Elev,ElevMed,ElevMin,ElevMax,EZcode,EnvironmentalZone,Soil,SoilMed,SoilMin,SoilMax,Erosion,ErosionMed,ErosionMin,ErosionMax,OtherSiteAggreg,SpatialDiff,VisibFactors,ModernUse,ModernSettlement,Rainfall,Area,MoundDomestic,MoundCeremonial,MoundQuestionable,MoundTotal,MoundRecorded,DMoundArea,VagueMounding,Architecture,TerraceConfidence,TerraceExtent,Sherd1,Sherd2,Sherd3,Sherd4,RubbleSite,WallBases,Walls,Rubble,Population,PopMin,PopMax,RevPopMethod,PopMethod,stcode,SiteType,SubPeriod1,SubPeriod2,OccEF,OccMF,OccLF,OccTF,OccCL,OccEC,OccMC,OccLC,OccET,OccLT,OccAZ,OccEA,OccLA,OccTot,Group,Comments,NorthOld,EastOld,NorthGIS,EastGIS,Recnum
663,CU-AZ-63,,CU,AZ,63,CU-AZ-063,0,,,,,,,,,2178.3,475,2265,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,690,2,,,,,,,,FALSE,,,L,M,H,,,,,,164,82,164,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,,2178,475,2178300,475000,3201
664,CU-AZ-64,,CU,AZ,64,CU-AZ-064,0,,,,,,,,,2178.95,474,2288,0,0,0,,Lower Piedmont,Deep,,,,None,,,,,,,Settlement & Agri,,690,22.4,,,,,,,,FALSE,,,L,M,H,,,,,,542,272,542,,AD,,Lg Disp Village,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,4,,2179,474,2178950,474000,3202
665,CU-AZ-65,,CU,AZ,65,CU-AZ-065,0,,,,,,,,,2179.54,475,2300,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,690,0.2,,,,,,,,FALSE,,,L,,,,,,,,2,1,2,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2180,475,2179540,475000,3203
666,CU-AZ-66,,CU,AZ,66,CU-AZ-066,0,,,,,,,,,2179.53,474,2318,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,690,5.1,,,,,,,,FALSE,,,LM,,,,,,,,128,51,128,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,,2180,474,2179530,474000,3204
667,CU-AZ-67,,CU,AZ,67,CU-AZ-067,0,,,,,,,,,2179.96,474,2393,0,0,0,,Middle Piedmont,Shallow,,,,Moderate-Deep,,,,,,,Grazing,,690,10,,,,,,,,FALSE,,,L,M,H,,,,,,505,253,505,,AD,,Lg Nucl Village,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2180,474,2179960,474000,3205
668,CU-AZ-68,,CU,AZ,68,CU-AZ-068,0,,,,,,,,,2179.68,475,2290,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,690,2,,,,,,,,FALSE,,,L,,,,,,,,20,10,20,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,,2180,475,2179680,475000,3206
669,CU-AZ-69,,CU,AZ,69,CU-AZ-069,0,,,,,,,,,2179.86,476,2298,0,0,0,,Lower Piedmont,Shallow,,,,Deep,,,,,,,Settlement & Graz,,690,6,,,,,,,,FALSE,,,L,,,,,,,,60,30,60,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2180,476,2179860,476000,3207
670,CU-AZ-70,,CU,AZ,70,CU-AZ-070,0,,,,,,,,,2180.32,476,2283,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,680,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2180,476,2180320,476000,3208
671,CU-AZ-71,,CU,AZ,71,CU-AZ-071,0,,,,,,,,,2179.68,476,2288,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,690,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2180,476,2179680,476000,3209
672,CU-AZ-72,,CU,AZ,72,CU-AZ-072,0,,,,,,,,,2179.44,475,2285,0,0,0,,Lower Piedmont,Medium-Deep,,,,None,,,,,,,Settlement & Agri,,690,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2179,475,2179440,475000,3210
673,CU-AZ-73,,CU,AZ,73,CU-AZ-073,0,,,,,,,,,2179.03,476,2280,0,0,0,,Lower Piedmont,Medium,,,,None,,,,,,,Settlement & Agri,,690,13,,,,,,,,FALSE,,,L,M,H,,,,,,260,130,260,,AD,,Sm Disp Village,0,0,0,1,1,1,0,1,1,0,0,3,0,1,0,0,4,,2179,476,2179030,476000,3211
674,CU-AZ-74,,CU,AZ,74,CU-AZ-074,0,,,,,,,,,2178.21,476,2261,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Agricultural,,680,5,,,,,,,,FALSE,,,L,,,,,,,,50,25,50,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2178,476,2178210,476000,3212
675,CU-AZ-75,,CU,AZ,75,CU-AZ-075,0,Tepotzotlan,,,,,,,,2179.95,477,2285,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,680,190,,,,,,,,FALSE,,,LM,MH,,,,,,,6188,3075,6188,,AD,,Provincial Ctr,0,0,0,0,4,1,0,2,2,2,0,8,0,1,0,0,4,,2180,477,2179950,477000,3213
676,CU-AZ-76,,CU,AZ,76,CU-AZ-076,0,,,,,,,,,2179.35,478,2257,0,0,0,,Deep Soil Alluvium,Deep,,,,Very Slight,,,,,,,Settlement & Agri,,680,12,,,,,,,,FALSE,,,LM,,,,,,,,300,120,300,,AD,,Sm Nucl Village,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,4,,2179,478,2179350,478000,3214
677,CU-AZ-77,,CU,AZ,77,CU-AZ-077,0,,,,,,,,,2177.57,477,2273,0,0,0,,Deep Soil Alluvium,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,680,16,,,,,,,,FALSE,,,L,,,,,,,,333,138,333,,AD,,Sm Disp Village,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,,2178,477,2177570,477000,3215
678,CU-AZ-78,,CU,AZ,78,CU-AZ-078,0,,,,,,,,,2176.02,477,2275,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Settlement & Agri,,690,3.6,,,,,,,,FALSE,,,LM,,,,,,,,90,36,90,,AD,,Hamlet,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,4,,2176,477,2176020,477000,3216
679,CU-AZ-79,,CU,AZ,79,CU-AZ-079,0,,,,,,,,,2176.1,475,2280,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Settlement & Agri,,690,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,475,2176100,475000,3217
680,CU-AZ-80,,CU,AZ,80,CU-AZ-080,0,,,,,,,,,2175.04,476,2300,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,None,,690,2.3,,,,,,,,FALSE,,,L,,,,,,,,23,12,23,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2175,476,2175040,476000,3218
681,CU-AZ-81,,CU,AZ,81,CU-AZ-081,0,,,,,,,,,2174.61,475,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,690,2.9,,,,,,,,FALSE,,,L,,,,,,,,29,15,29,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2175,475,2174610,475000,3219
682,CU-AZ-82,,CU,AZ,82,CU-AZ-082,0,,,,,,,,,2174.59,475,2305,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Agricultural,,700,1.2,,,,,,,,FALSE,,,L,,,,,,,,12,6,12,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2175,475,2174590,475000,3220
683,CU-AZ-83,,CU,AZ,83,CU-AZ-083,0,,,,,,,,,2173.78,474,2318,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,730,18,,,,,,,,FALSE,,,L,,,,,,,,180,90,180,,AD,,Sm Disp Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2174,474,2173780,474000,3221
684,CU-AZ-84,,CU,AZ,84,CU-AZ-084,0,,,,,,,,,2173.39,473,2325,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,720,3,,,,,,,,FALSE,,,L,,,,,,,,30,15,30,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2173,473,2173390,473000,3222
685,CU-AZ-85,,CU,AZ,85,CU-AZ-085,0,,,,,,,,,2173.4,475,2278,0,0,0,,Lower Piedmont,Medium,,,,Very Slight,,,,,,,Settlement & Agri,,710,5.3,,,,,,,,FALSE,,,L,,,,,,,,53,27,53,,AD,,Hamlet,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,,2173,475,2173400,475000,3223
686,CU-AZ-86,,CU,AZ,86,CU-AZ-086,0,,,,,,,,,2173.19,475,2270,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,700,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2173,475,2173190,475000,3224
687,CU-AZ-87,,CU,AZ,87,CU-AZ-087,0,,,,,,,,,2173.29,475,2270,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,700,1.5,,,,,,,,FALSE,,,LM,,,,,,,,38,15,38,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2173,475,2173290,475000,3225
688,CU-AZ-88,,CU,AZ,88,CU-AZ-088,0,,,,,,,,,2173.15,476,2270,0,0,0,,Lower Piedmont,Shallow,,,,None,,,,,,,Agricultural,,700,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2173,476,2173150,476000,3226
689,CU-AZ-89,,CU,AZ,89,CU-AZ-089,0,,,,,,,,,2172.58,475,2280,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,700,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,,2173,475,2172580,475000,3227
690,CU-AZ-90,,CU,AZ,90,CU-AZ-090,0,,,,,,,,,2171.81,474,2290,0,0,0,,Lower Piedmont,Shallow-Medium,,,,None,,,,,,,Settlement & Agri,,730,0.4,,,,,,,,FALSE,,,L,,,,,,,,4,2,4,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2172,474,2171810,474000,3228
691,CU-AZ-91,,CU,AZ,91,CU-AZ-091,0,,,,,,,,,2171.52,474,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement & Agri,,740,1.8,,,,,,,,FALSE,,,LM,,,,,,,,45,18,45,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,,2172,474,2171520,474000,3229
692,CU-AZ-92,,CU,AZ,92,CU-AZ-092,0,,,,,,,,,2171.52,474,2290,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Grazing,,730,0.4,1,,,,,190,,TRUE,,,L,,,,,,,,10,5,10,,HC,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2172,474,2171520,474000,3230
693,CU-AZ-93,,CU,AZ,93,CU-AZ-093,0,,,,,,,,,2171.18,475,2300,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Agricultural,,730,0.3,,,,,,,,FALSE,,,L,LM,,,,,,,5,2,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2171,475,2171180,475000,3231
694,CU-AZ-94,,CU,AZ,94,CU-AZ-094,0,,,,,,,,,2170.48,474,2335,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Heavy,,,,,,,Settlement,,740,0.8,,,,,,,,FALSE,,,L,,,,,,,,8,4,8,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2170,474,2170480,474000,3232
695,CU-AZ-95,,CU,AZ,95,CU-AZ-095,0,,,,,,,,,2169.91,474,2305,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight,,,,,,,Settlement,,750,0.4,,,,,,,,FALSE,,,L,,,,,,,,4,2,4,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2170,474,2169910,474000,3233
696,CU-AZ-96,,CU,AZ,96,CU-AZ-096,0,,,,,,,,,2169.3,475,2315,0,0,0,,Lower Piedmont,Medium,,,,Slight,,,,,,,Settlement,,740,0.2,,,,,,,,FALSE,,,M,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2169,475,2169300,475000,3234
697,CU-AZ-97,,CU,AZ,97,CU-AZ-097,0,,,,,,,,,2170.65,476,2338,0,0,0,,Lower Piedmont,Shallow,,,,Slight,,,,,,,Settlement & Agri,,720,5.2,,,,,,,,FALSE,,,LM,,,,,,,,130,52,130,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2171,476,2170650,476000,3235
698,CU-AZ-98,,CU,AZ,98,CU-AZ-098,0,,,,,,,,,2171.41,476,2305,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Agricultural,,710,13,,,,,,,,FALSE,,,VL,L,,,,,,,100,47,100,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,,2171,476,2171410,476000,3236
699,CU-AZ-99,,CU,AZ,99,CU-AZ-099,0,,,,,,,,,2171.51,475,2300,0,0,0,,Lower Piedmont,Shallow-Medium,,,,Slight-Moderate,,,,,,,Settlement & Agri,,710,12.5,,,,,,,,FALSE,,,VL,L,,,,,,,115,53,115,,AD,,Sm Disp Village,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,4,,2172,475,2171510,475000,3237
700,CU-AZ-100,,CU,AZ,100,CU-AZ-100,0,,,,,,,,,2171.98,476,2280,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,700,2.3,,,,,,,,FALSE,,,L,,,,,,,,23,12,23,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2172,476,2171980,476000,3238
701,CU-AZ-101,,CU,AZ,101,CU-AZ-101,0,,,,,,,,,2172.28,476,2278,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Agricultural,,700,6.8,,,,,,,,FALSE,,,L,,,,,,,,68,34,68,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2172,476,2172280,476000,3239
702,CU-AZ-102,,CU,AZ,102,CU-AZ-102,0,,,,,,,,,2172.74,476,2280,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Settlement & Agri,,700,2.2,,,,,,,,FALSE,,,L,,,,,,,,22,11,22,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2173,476,2172740,476000,3240
703,CU-AZ-103,,CU,AZ,103,CU-AZ-103,0,,,,,,,,,2173.45,477,2268,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,690,9.2,,,,,,,,FALSE,,,LM,,,,,,,,230,92,230,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2173,477,2173450,477000,3241
704,CU-AZ-104,,CU,AZ,104,CU-AZ-104,0,,,,,,,,,2174.11,477,2270,0,0,0,,Lower Piedmont,Medium-Deep,,,,Slight,,,,,,,Agricultural,,690,1.8,,,,,,,,FALSE,,,L,,,,,,,,18,9,18,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2174,477,2174110,477000,3242
705,CU-AZ-105,,CU,AZ,105,CU-AZ-105,0,,,,,,,,,2174.51,477,2270,0,0,0,,Lower Piedmont,Medium-Deep,,,,Very Slight,,,,,,,Settlement,,690,2,,,,,,,,FALSE,,,L,,,,,,,,20,10,20,,AD,,Small Hamlet,0,0,1,2,2,1,0,1,1,1,1,1,0,0,0,0,4,,2175,477,2174510,477000,3243
706,CU-AZ-106,,CU,AZ,106,CU-AZ-106,0,,,,,,,,,2174.69,479,2258,0,0,0,,Deep Soil Alluvium,Deep,,,,Very Slight,,,,,,,Settlement,,680,7,,,,,,,,FALSE,,,LM,,,,,,,,175,70,175,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,479,2174690,479000,3244
707,CU-AZ-107,,CU,AZ,107,CU-AZ-107,0,,,,,,,,,2173.86,480,2263,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Graz,,680,16,,,,,,,,FALSE,,,L,,,,,,,,160,80,160,,AD,,Sm Disp Village,0,0,0,1,2,1,0,1,1,1,1,1,0,0,0,0,4,,2174,480,2173860,480000,3245
708,CU-AZ-108,,CU,AZ,108,CU-AZ-108,0,,,,,,,,,2174.5,480,2251,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,670,6,,,,,,,,FALSE,,,L,,,,,,,,60,30,60,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2174,480,2174500,480000,3246
709,CU-AZ-109,,CU,AZ,109,CU-AZ-109,0,,,,,,,,,2174.8,480,2251,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,670,3,,,,,,,,FALSE,,,L,,,,,,,,30,15,30,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,480,2174800,480000,3247
710,CU-AZ-110,,CU,AZ,110,CU-AZ-110,0,,,,,,,,,2175.29,481,2249,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,12,,,,,,,,FALSE,,,L,,,,,,,,120,60,120,,AD,,Sm Disp Village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,481,2175290,481000,3248
711,CU-AZ-111,,CU,AZ,111,CU-AZ-111,0,,,,,,,,,2175.19,480,2250,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,670,1.5,,,,,,,,FALSE,,,L,,,,,,,,15,8,15,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,480,2175190,480000,3249
712,CU-AZ-112,,CU,AZ,112,CU-AZ-112,0,,,,,,,,,2175.9,480,2249,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,1.8,,,,,,,,FALSE,,,LM,,,,,,,,45,18,45,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,480,2175900,480000,3250
713,CU-AZ-113,,CU,AZ,113,CU-AZ-113,0,,,,,,,,,2176.39,480,2250,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,"Graz, Agri, & Set",,670,12,,,,,,,,FALSE,,,LM,,,,,,,,300,120,300,,AD,,Sm Nucl Village,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,,2176,480,2176390,480000,3251
714,CU-AZ-114,,CU,AZ,114,CU-AZ-114,0,,,,,,,,,2176.48,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,670,1,,,,,,,,FALSE,,,LM,,,,,,,,25,10,25,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,481,2176480,481000,3252
715,CU-AZ-115,,CU,AZ,115,CU-AZ-115,0,,,,,,,,,2176.85,481,2246,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,670,9,,,,,,,,FALSE,,,L,LM,,,,,,,150,65,150,,AD,,Sm Disp Village,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,4,,2177,481,2176850,481000,3253
716,CU-AZ-116,,CU,AZ,116,CU-AZ-116,0,,,,,,,,,2177.22,482,2244,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,660,0.3,1,,,,,49,,FALSE,,,LM,,,,,,,,6,3,6,,HC,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2177,482,2177220,482000,3254
717,CU-AZ-117,,CU,AZ,117,CU-AZ-117,0,,,,,,,,,2176.13,482,2245,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,660,2.4,,,,,,,,FALSE,,,L,,,,,,,,24,12,24,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,,2176,482,2176130,482000,3255
718,CU-AZ-118,,CU,AZ,118,CU-AZ-118,0,,,,,,,,,2176.23,481,2247,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,670,10,,,,,,,,FALSE,,,LM,,,,,,,,250,100,250,,AD,,Sm Nucl Village,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,,2176,481,2176230,481000,3256
719,CU-AZ-119,,CU,AZ,119,CU-AZ-119,0,,,,,,,,,2176.21,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,Slight,,,,,,,Settlement & Agri,,670,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,,2176,481,2176210,481000,3257
720,CU-AZ-120,,CU,AZ,120,CU-AZ-120,0,,,,,,,,,2176,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,1.5,,,,,,,,FALSE,,,LM,,,,,,,,38,15,38,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,,2176,481,2176000,481000,3258
721,CU-AZ-121,,CU,AZ,121,CU-AZ-121,0,,,,,,,,,2175.98,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,670,0.6,,,,,,,,FALSE,,,L,,,,,,,,6,3,6,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,481,2175980,481000,3259
722,CU-AZ-122,,CU,AZ,122,CU-AZ-122,0,,,,,,,,,2175.91,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,0.5,,,,,,,,FALSE,,,L,,,,,,,,5,3,5,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,481,2175910,481000,3260
723,CU-AZ-123,,CU,AZ,123,CU-AZ-123,0,,,,,,,,,2175.71,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,1,,,,,,,,FALSE,,,L,,,,,,,,10,5,10,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2176,481,2175710,481000,3261
724,CU-AZ-124,,CU,AZ,124,CU-AZ-124,0,Quauhtitlan,,,,,,,,2175,481,2248,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,"Graz, Agri, & Set",,670,125.7,,,,,,,,FALSE,,,L,M,LM,,,,,,10275,5130,10275,O,AD,,Provincial Ctr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,481,2175000,481000,3262
725,CU-AZ-125,,CU,AZ,125,CU-AZ-125,0,,,,,,,,,2175.19,482,2245,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,660,1,,,,,,,,FALSE,,,LM,,,,,,,,25,10,25,,AD,,Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2175,482,2175190,482000,3263
726,CU-AZ-126,,CU,AZ,126,CU-AZ-126,0,,,,,,,,,2175.24,483,2245,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Agricultural,,660,1.3,,,,,,,,FALSE,,,L,,,,,,,,13,7,13,,AD,,Small Hamlet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,,2175,483,2175240,483000,3264
727,CU-AZ-127,,CU,AZ,127,CU-AZ-127,0,,,,,,,,,2173.6,482,2246,0,0,0,,Deep Soil Alluvium,Deep,,,,None,,,,,,,Settlement & Agri,,670,42.6,1,,,,,,,FALSE,,,L,LM,M,,,,,,1330,621,1330,,AD,,Lg Nucl Village,0,0,0,0,3,1,0,1,1,0,1,1,0,1,0,0,4,,2174,482,2173600,482000,3265
